,admin_action,case_origin,case_origin_circuit,case_source,case_source_circuit,cert_reason,court_direction_circuit_origin_mean,court_direction_circuit_origin_mean_10,court_direction_circuit_source_mean,court_direction_circuit_source_mean_10,court_direction_issue_mean,court_direction_issue_mean_10,court_direction_mean,court_direction_mean_10,court_direction_petitioner_mean,court_direction_petitioner_mean_10,court_direction_respondent_mean,court_direction_respondent_mean_10,current_court_agree_mean,current_court_agree_std,current_court_direction_circuit_origin_mean,current_court_direction_circuit_origin_std,current_court_direction_circuit_source_mean,current_court_direction_circuit_source_std,current_court_direction_issue_mean,current_court_direction_issue_mean_z,current_court_direction_issue_std,current_court_direction_mean,current_court_direction_petitioner_mean,current_court_direction_petitioner_std,current_court_direction_respondent_mean,current_court_direction_respondent_std,current_court_direction_std,diff_court_lc_direction,diff_court_lc_direction_abs,diff_court_lc_direction_abs_z,diff_court_lc_direction_z,diff_justice_court_direction,diff_justice_court_direction_abs,diff_justice_court_direction_issue,diff_justice_court_direction_issue_abs,diff_justice_court_direction_issue_z,diff_justice_court_direction_petitioner,diff_justice_court_direction_petitioner_abs,diff_justice_court_direction_respondent,diff_justice_court_direction_respondent_abs,diff_justice_court_direction_z,diff_justice_lc_direction,diff_justice_lc_direction_abs,diff_justice_lc_direction_abs_z,diff_justice_lc_direction_z,direction,docket,gender,is_chief,issue,issue_area,jurisdiction,justice,justice_agree_mean,justice_agree_mean_10,justice_direction_circuit_origin_mean,justice_direction_circuit_origin_mean_10,justice_direction_circuit_source_mean,justice_direction_circuit_source_mean_10,justice_direction_issue_mean,justice_direction_issue_mean_10,justice_direction_issue_mean_z,justice_direction_mean,justice_direction_mean_10,justice_direction_mean_z,justice_direction_petitioner_mean,justice_direction_petitioner_mean_10,justice_direction_respondent_mean,justice_direction_respondent_mean_10,law_type,lc_direction,lc_disagreement,lc_disposition,lower_court_direction_circuit_source_mean,lower_court_direction_circuit_source_mean_10,lower_court_direction_issue_mean,lower_court_direction_issue_mean_10,lower_court_direction_petitioner_mean,lower_court_direction_petitioner_mean_10,lower_court_direction_respondent_mean,lower_court_direction_respondent_mean_10,month_argument,month_decision,natural_court,outcome,party_president,petitioner,petitioner_dk,respondent,respondent_dk,segal_cover,year_of_birth,prediction,target,docket_vote_mean,docket_vote_sum,correct,year
1,54.0,48.0,9.0,29.0,9.0,2.0,1.0,-99.0,1.1428571428571428,-99.0,-99.0,-99.0,1.2307692307692308,1.3,-99.0,-99.0,-99.0,-99.0,0.8547008547008548,0.15115161695579002,1.0185185185185186,0.05555555555555168,1.0185185185185186,0.05555555555555168,-99.0,-0.5677533981748608,-99.0,1.1776094276094276,-99.0,-99.0,-99.0,-99.0,0.027605064531669474,-0.8223905723905724,0.8223905723905724,0.29970826571834425,0.0,-0.01094276094276081,0.01094276094276081,-99.0,-99.0,-98.0,-99.0,-99.0,-99.0,-99.0,-0.3964041065801685,-0.8333333333333333,0.8333333333333333,0.30012848773205153,0.29291256777289365,1.0,2010-012-01,0,0,80170.0,8.0,1,106,0.9230769230769231,0.9,1.0,-99.0,1.0,-99.0,-99.0,-99.0,-0.5538140091311856,1.1666666666666667,-99.0,0.2994814451897289,-99.0,-99.0,-99.0,-99.0,3.0,2.0,1.0,6.0,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,12.0,1,1704,1,1,113.0,1.0,138.0,0.0,0.365,1936,1,1,1,9,True,2010
2,54.0,48.0,9.0,29.0,9.0,2.0,1.0,-99.0,1.1428571428571428,-99.0,-99.0,-99.0,1.2307692307692308,1.3,-99.0,-99.0,-99.0,-99.0,0.8547008547008548,0.15115161695579002,1.0185185185185186,0.05555555555555168,1.0185185185185186,0.05555555555555168,-99.0,-0.5643871176177027,-99.0,1.1776094276094276,-99.0,-99.0,-99.0,-99.0,0.027605064531669474,-0.8223905723905724,0.8223905723905724,0.29824574592338887,0.0,-0.01094276094276081,0.01094276094276081,-99.0,-99.0,-98.0,-99.0,-99.0,-99.0,-99.0,-0.3964041065801685,-0.8333333333333333,0.8333333333333333,0.2986635753908498,0.291488541763106,1.0,2010-012-01,0,0,80170.0,8.0,1,108,0.9230769230769231,0.9,1.0,-99.0,1.0,-99.0,-99.0,-99.0,-0.550569392599909,1.1666666666666667,-99.0,0.2980202162079598,-99.0,-99.0,-99.0,-99.0,3.0,2.0,1.0,6.0,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,12.0,1,1704,1,1,113.0,1.0,138.0,0.0,0.16,1948,1,1,1,9,True,2010
3,54.0,48.0,9.0,29.0,9.0,2.0,1.0,-99.0,1.1428571428571428,-99.0,-99.0,-99.0,1.2307692307692308,1.3,-99.0,-99.0,-99.0,-99.0,0.8547008547008548,0.15115161695579002,1.0185185185185186,0.05555555555555168,1.0185185185185186,0.05555555555555168,-99.0,-0.5610801407729096,-99.0,1.1776094276094276,-99.0,-99.0,-99.0,-99.0,0.027605064531669474,-0.8223905723905724,0.8223905723905724,0.29680444723159194,0.0,-0.01094276094276081,0.01094276094276081,-99.0,-99.0,-98.0,-99.0,-99.0,-99.0,-99.0,-0.3964041065801685,-0.8333333333333333,0.8333333333333333,0.2972199238297835,0.29008510125096415,1.0,2010-012-01,1,0,80170.0,8.0,1,109,0.9230769230769231,0.9,1.0,-99.0,1.0,-99.0,-99.0,-99.0,-0.5473812618707148,1.1666666666666667,-99.0,0.2965801869314005,-99.0,-99.0,-99.0,-99.0,3.0,2.0,1.0,6.0,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,12.0,1,1704,1,0,113.0,1.0,138.0,0.0,0.68,1933,1,1,1,9,True,2010
4,54.0,48.0,9.0,29.0,9.0,2.0,1.0,-99.0,1.1428571428571428,-99.0,-99.0,-99.0,1.2307692307692308,1.3,-99.0,-99.0,-99.0,-99.0,0.8547008547008548,0.15115161695579002,1.0185185185185186,0.05555555555555168,1.0185185185185186,0.05555555555555168,-99.0,-0.5578307439694167,-99.0,1.1776094276094276,-99.0,-99.0,-99.0,-99.0,0.027605064531669474,-0.8223905723905724,0.8223905723905724,0.29538386098389063,0.0,-0.01094276094276081,0.01094276094276081,-99.0,-99.0,-98.0,-99.0,-99.0,-99.0,-99.0,-0.3964041065801685,-0.8333333333333333,0.8333333333333333,0.2957970233200519,0.28870175464922426,1.0,2010-012-01,0,0,80170.0,8.0,1,110,0.9230769230769231,0.9,1.0,-99.0,1.0,-99.0,-99.0,-99.0,-0.544247994356621,1.1666666666666667,-99.0,0.2951608492777049,-99.0,-99.0,-99.0,-99.0,3.0,2.0,1.0,6.0,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,12.0,1,1704,1,0,113.0,1.0,138.0,0.0,0.475,1938,1,1,1,9,True,2010
5,54.0,48.0,9.0,29.0,9.0,2.0,1.0,-99.0,1.1428571428571428,-99.0,-99.0,-99.0,1.2307692307692308,1.3,-99.0,-99.0,-99.0,-99.0,0.8547008547008548,0.15115161695579002,1.0185185185185186,0.05555555555555168,1.0185185185185186,0.05555555555555168,-99.0,-0.554637272942601,-99.0,1.1776094276094276,-99.0,-99.0,-99.0,-99.0,0.027605064531669474,-0.8223905723905724,0.8223905723905724,0.29398349543973845,0.0,-0.01094276094276081,0.01094276094276081,-99.0,-99.0,-98.0,-99.0,-99.0,-99.0,-99.0,-0.3964041065801685,-0.8333333333333333,0.8333333333333333,0.29439438109088617,0.28733802666067804,1.0,2010-012-01,0,1,80170.0,8.0,1,111,0.9230769230769231,0.9,1.0,-99.0,1.0,-99.0,-99.0,-99.0,-0.5411680320524028,1.1666666666666667,-99.0,0.29376171206174617,-99.0,-99.0,-99.0,-99.0,3.0,2.0,1.0,6.0,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,12.0,1,1704,1,1,113.0,1.0,138.0,0.0,0.12,1955,1,1,1,9,True,2010
6,54.0,48.0,9.0,29.0,9.0,2.0,1.0,-99.0,1.1428571428571428,-99.0,-99.0,-99.0,1.2307692307692308,1.3,-99.0,-99.0,-99.0,-99.0,0.8547008547008548,0.15115161695579002,1.0185185185185186,0.05555555555555168,1.0185185185185186,0.05555555555555168,-99.0,-0.5514981392792351,-99.0,1.1776094276094276,-99.0,-99.0,-99.0,-99.0,0.027605064531669474,-0.8223905723905724,0.8223905723905724,0.29260287505997434,0.0,-0.01094276094276081,0.01094276094276081,-99.0,-99.0,-98.0,-99.0,-99.0,-99.0,-99.0,-0.3964041065801685,-0.8333333333333333,0.8333333333333333,0.2930115206105776,0.28599345759021133,1.0,2010-012-01,0,0,80170.0,8.0,1,112,0.9230769230769231,0.9,1.0,-99.0,1.0,-99.0,-99.0,-99.0,-0.5381398782643853,1.1666666666666667,-99.0,0.29238230027947787,-99.0,-99.0,-99.0,-99.0,3.0,2.0,1.0,6.0,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,12.0,1,1704,1,1,113.0,1.0,138.0,0.0,0.1,1950,1,1,1,9,True,2010
7,54.0,48.0,9.0,29.0,9.0,2.0,1.0,-99.0,1.1428571428571428,-99.0,-99.0,-99.0,1.2307692307692308,1.3,-99.0,-99.0,-99.0,-99.0,0.8547008547008548,0.15115161695579002,1.0185185185185186,0.05555555555555168,1.0185185185185186,0.05555555555555168,-99.0,-0.5484118170826071,-99.0,1.1776094276094276,-99.0,-99.0,-99.0,-99.0,0.027605064531669474,-0.8223905723905724,0.8223905723905724,0.2912415398265186,0.0,0.004208754208754328,0.004208754208754328,-99.0,-99.0,-98.0,-99.0,-99.0,-99.0,-99.0,0.15246311791544942,-0.8181818181818181,0.8181818181818181,0.29108800097210047,0.28523602374928453,1.0,2010-012-01,1,0,80170.0,8.0,1,113,0.8461538461538461,0.8,1.0,-99.0,1.0,-99.0,-99.0,-99.0,-0.5351620945404767,1.1818181818181819,-99.0,0.291580206439853,-99.0,-99.0,-99.0,-99.0,3.0,2.0,1.0,6.0,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,12.0,1,1704,1,0,113.0,1.0,138.0,0.0,0.78,1954,1,1,1,9,True,2010
8,54.0,48.0,9.0,29.0,9.0,2.0,1.0,-99.0,1.1428571428571428,-99.0,-99.0,-99.0,1.2307692307692308,1.3,-99.0,-99.0,-99.0,-99.0,0.8547008547008548,0.15115161695579002,1.0185185185185186,0.05555555555555168,1.0185185185185186,0.05555555555555168,-99.0,-0.5453768398418635,-99.0,1.1776094276094276,-99.0,-99.0,-99.0,-99.0,0.027605064531669474,-0.8223905723905724,0.8223905723905724,0.28989904459667776,0.0,-0.01094276094276081,0.01094276094276081,-99.0,-99.0,-98.0,-99.0,-99.0,-99.0,-99.0,-0.3964041065801685,-0.8333333333333333,0.8333333333333333,0.29030857837300666,0.28335470882000774,1.0,2010-012-01,1,0,80170.0,8.0,1,114,0.46153846153846156,0.5,1.0,-99.0,1.0,-99.0,-99.0,-99.0,-0.5322332977861152,1.1666666666666667,-99.0,0.289675586483397,-99.0,-99.0,-99.0,-99.0,3.0,2.0,1.0,6.0,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,12.0,1,1704,1,0,113.0,1.0,138.0,0.0,0.73,1960,1,1,1,9,True,2010
0,32.0,73.0,6.0,26.0,6.0,12.0,2.0,-99.0,2.0,-99.0,-99.0,-99.0,1.2307692307692308,1.3,-99.0,-99.0,-99.0,-99.0,0.8547008547008548,0.15115161695579002,2.0,0.0,2.0,0.0,-99.0,-0.5423917974909579,-99.0,1.1776094276094276,-99.0,-99.0,-99.0,-99.0,0.027605064531669474,0.17760942760942755,0.17760942760942755,0.2645494843830483,0.0,0.07239057239057245,0.07239057239057245,-99.0,-99.0,-98.0,-99.0,-99.0,-99.0,-99.0,2.62236562814573,0.25,0.25,0.2672467533915953,0.3230313257444906,2.0,2010-014-01,0,0,20060.0,2.0,1,105,0.8461538461538461,0.8,2.0,-99.0,2.0,-99.0,-99.0,-99.0,-0.5293521575529556,1.25,-99.0,0.2914468053469599,-99.0,-99.0,-99.0,-99.0,3.0,1.0,1.0,2.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,12.0,1,1704,1,1,145.0,11.0,151.0,0.0,0.0,1936,1,1,1,9,True,2010
1,32.0,73.0,6.0,26.0,6.0,12.0,2.0,-99.0,2.0,-99.0,-99.0,-99.0,1.2307692307692308,1.3,-99.0,-99.0,-99.0,-99.0,0.8547008547008548,0.15115161695579002,2.0,0.0,2.0,0.0,-99.0,-0.5394553336437707,-99.0,1.1776094276094276,-99.0,-99.0,-99.0,-99.0,0.027605064531669474,0.17760942760942755,0.17760942760942755,0.26336695094359713,0.0,-0.01094276094276081,0.01094276094276081,-99.0,-99.0,-98.0,-99.0,-99.0,-99.0,-99.0,-0.3964041065801685,0.16666666666666674,0.16666666666666674,0.2629326357799758,0.3183774959551551,2.0,2010-014-01,0,0,20060.0,2.0,1,106,0.9230769230769231,0.9,2.0,-99.0,2.0,-99.0,-99.0,-99.0,-0.5265173934882047,1.1666666666666667,-99.0,0.2870192024388219,-99.0,-99.0,-99.0,-99.0,3.0,1.0,1.0,2.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,12.0,1,1704,1,1,145.0,11.0,151.0,0.0,0.365,1936,1,1,1,9,True,2010
2,32.0,73.0,6.0,26.0,6.0,12.0,2.0,-99.0,2.0,-99.0,-99.0,-99.0,1.2307692307692308,1.3,-99.0,-99.0,-99.0,-99.0,0.8547008547008548,0.15115161695579002,2.0,0.0,2.0,0.0,-99.0,-0.5365661429930626,-99.0,1.1776094276094276,-99.0,-99.0,-99.0,-99.0,0.027605064531669474,0.17760942760942755,0.17760942760942755,0.2622001443420164,0.0,-0.01094276094276081,0.01094276094276081,-99.0,-99.0,-98.0,-99.0,-99.0,-99.0,-99.0,-0.3964041065801685,0.16666666666666674,0.16666666666666674,0.26176800462320376,0.3169243838595212,2.0,2010-014-01,0,0,20060.0,2.0,1,108,0.9230769230769231,0.9,2.0,-99.0,2.0,-99.0,-99.0,-99.0,-0.5237277729334623,1.1666666666666667,-99.0,0.28573198795324195,-99.0,-99.0,-99.0,-99.0,3.0,1.0,1.0,2.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,12.0,1,1704,1,1,145.0,11.0,151.0,0.0,0.16,1948,1,1,1,9,True,2010
